TRADEDATE,AFKS,AFLT,ALRS,CBOM,CHMF,DSKY,ENPG,FEES,FIVE,FIXP,GAZP,GLTR,GMKN,HHRU,HYDR,IRAO,LKOH,MAGN,MGNT,MOEX,MTSS,NLMK,NVTK,OZON,PHOR,PIKK,PLZL,POGR,POLY,ROSN,RTKM,RUAL,SBER,SBERP,SNGS,SNGSP,TATN,TATNP,TCSG,TRNFP,VKCO,VTBR,YNDX
2015-09-07,19.65,34.1,63.05,3.635,733.5,,,0.06421,,,141.67,,10716.0,,0.5476,1.09,2446.7,21.909,12074.0,73.99,224.7,78.25,611.1,,2859.0,186.7,2710.0,,491.5,246.4,79.6,30.3,73.81,53.16,34.08,40.17,304.95,179.1,,154100.0,,0.0683,786.0
2015-09-08,19.87,33.51,63.02,3.6355,744.7,,,0.06536,,,143.21,,10746.0,,0.5531,1.0955,2462.1,21.65,11996.0,75.0,227.1,79.26,619.0,,2860.0,186.5,2935.0,,495.5,248.05,80.05,30.2,74.9,53.38,34.45,40.3,307.1,179.4,,157800.0,,0.06976,786.0
2015-09-09,19.71,34.97,62.91,3.66,757.1,,,0.06552,,,144.22,,11099.0,,0.5537,1.1115,2501.2,21.7,11763.0,74.88,227.0,80.2,621.0,,2850.0,194.5,2895.0,,519.5,249.5,81.0,30.2,74.65,53.89,34.675,40.54,308.5,180.1,,156000.0,,0.06918,787.0
2015-09-10,19.68,35.66,64.5,3.635,754.5,,,0.0654,,,142.99,,10931.0,,0.567,1.095,2489.0,21.833,11420.0,77.61,225.8,79.89,624.3,,2849.0,198.0,3025.0,,549.0,247.2,83.13,31.38,74.3,53.7,35.1,40.54,311.0,181.0,,161900.0,,0.0691,773.0
2015-09-11,19.58,35.55,64.85,3.635,755.1,,,0.0645,,,142.4,,10870.0,,0.5655,1.1135,2487.6,21.863,11405.0,80.59,225.5,79.95,630.0,,2835.0,198.3,3025.0,,544.5,245.9,83.65,31.18,74.1,53.5,35.24,40.55,308.2,180.0,,161000.0,,0.0697,760.0
2015-09-14,19.59,36.25,63.5,3.65,758.6,,,0.06525,,,143.58,,10924.0,,0.566,1.1055,2524.5,21.618,11313.0,81.97,225.7,80.3,634.1,,2912.0,197.7,3030.0,,549.0,246.0,88.91,31.25,74.88,54.58,35.47,41.22,315.4,180.0,,160500.0,,0.06989,809.0
2015-09-15,19.47,36.2,62.3,3.68,749.9,,,0.06404,,,141.95,,11009.0,,0.5664,1.069,2478.1,20.989,11325.0,79.99,222.5,81.05,628.1,,2880.0,195.0,2880.0,,560.0,246.0,88.14,30.41,74.85,54.47,34.93,41.25,315.0,180.8,,155000.0,,0.06969,815.0
2015-09-16,19.44,36.15,60.78,3.66,730.0,,,0.06349,,,142.91,,11119.0,,0.571,1.0795,2475.0,20.24,11583.0,79.31,227.3,81.46,628.6,,2860.0,198.2,2785.0,,565.0,251.5,90.4,30.3,77.71,56.17,35.6,41.1,323.6,179.3,,155400.0,,0.0686,862.0
2015-09-17,19.01,35.83,61.05,3.635,740.5,,,0.0634,,,142.8,,11206.0,,0.585,1.0735,2439.0,20.777,11650.0,81.88,225.65,82.2,632.0,,2855.0,191.4,2685.0,,561.0,252.85,89.77,30.61,76.49,56.56,34.95,40.97,327.3,180.0,,156300.0,,0.06929,860.0
2015-09-18,18.1,36.53,61.91,3.67,717.0,,,0.05912,,,139.5,,11100.0,,0.615,1.051,2403.8,20.57,11543.0,80.0,223.85,82.31,631.8,,2911.0,181.0,2745.0,,557.5,256.0,88.51,30.1,75.5,56.37,34.2,41.5,322.0,185.0,,154800.0,,0.06798,841.0
2015-09-21,18.35,35.95,60.81,3.66,732.9,,,0.06187,,,139.45,,11080.0,,0.61,1.0695,2331.1,20.923,11462.0,80.89,222.25,80.55,617.3,,2850.0,182.1,2670.0,,546.5,249.1,90.0,29.89,75.94,56.94,34.145,41.96,315.0,179.4,,156000.0,,0.0682,826.0
2015-09-22,18.64,35.51,60.65,3.6455,715.3,,,0.06082,,,136.4,,10693.0,,0.5875,1.049,2225.9,20.9,11360.0,79.99,221.95,77.43,604.0,,2827.0,180.0,2590.0,,553.0,244.8,88.93,29.22,74.39,56.0,33.87,40.975,305.6,171.3,,155900.0,,0.06727,775.0
2015-09-23,18.6,35.31,59.15,3.66,702.6,,,0.05976,,,134.3,,10200.0,,0.5887,1.0645,2203.0,20.35,11377.0,79.0,216.7,74.7,612.5,,2738.0,180.3,2950.0,,557.0,237.0,88.9,27.78,73.74,55.6,33.15,40.51,301.0,168.6,,151600.0,,0.06701,752.0
2015-09-24,18.37,34.67,57.51,3.66,710.0,,,0.05897,,,132.2,,9662.0,,0.591,1.0495,2185.0,21.074,11387.0,79.4,213.15,75.58,598.0,,2710.0,180.3,2680.0,,560.5,237.25,90.17,27.1,73.33,55.18,32.695,39.45,298.35,171.5,,150000.0,,0.06733,714.0
2015-09-25,18.66,35.33,55.9,3.6655,693.1,,,0.06098,,,133.85,,9565.0,,0.6224,1.062,2240.0,20.238,11815.0,80.48,215.15,74.14,593.0,,2710.0,190.0,2755.0,,545.0,238.4,90.98,27.4,74.97,57.25,33.675,39.31,307.0,172.2,,148000.0,,0.06747,714.0
2015-09-28,18.4,34.53,53.5,3.68,681.2,,,0.0591,,,130.9,,9382.0,,0.6115,1.0645,2241.9,20.04,11566.0,77.5,210.8,70.71,577.3,,2659.0,190.0,2890.0,,547.0,236.65,85.9,27.0,74.57,57.44,32.975,38.54,300.05,170.0,,145400.0,,0.06695,694.0
2015-09-29,18.11,34.6,54.77,3.69,696.3,,,0.0594,,,133.2,,9325.0,,0.61,1.065,2261.0,19.545,11705.0,79.5,211.35,72.63,586.2,,2657.0,190.9,2960.0,,556.5,239.7,85.58,25.6,75.5,56.87,33.3,39.0,299.9,171.0,,147600.0,,0.06695,703.0
2015-09-30,18.4,35.23,57.97,3.704,700.0,,,0.05893,,,134.55,,9500.0,,0.6099,1.0535,2242.9,20.4,11600.0,80.0,212.7,75.06,597.0,,2790.0,191.1,2900.0,,566.0,242.95,85.98,26.1,75.3,58.05,33.5,39.5,308.55,172.0,,148300.0,,0.0677,713.0
2015-10-01,18.26,36.1,56.92,3.7,690.1,,,0.05994,,,132.9,,9394.0,,0.602,1.0535,2184.0,20.153,11769.0,79.15,211.35,72.92,587.8,,2796.0,191.0,2905.0,,571.0,237.9,85.61,26.14,74.51,56.88,33.5,38.875,306.65,172.8,,148700.0,,0.06767,704.0
2015-10-02,17.64,38.8,57.44,3.732,693.2,,,0.05889,,,131.5,,9470.0,,0.5824,1.069,2140.0,19.999,11581.0,77.6,209.7,69.9,588.1,,2739.0,192.6,2890.0,,585.0,234.6,84.7,26.15,73.8,57.25,33.3,39.085,300.85,172.1,,146300.0,,0.067,730.0
2015-10-05,17.84,38.92,58.55,3.7295,680.2,,,0.06008,,,136.8,,9450.0,,0.607,1.1,2196.0,20.933,11725.0,78.79,214.65,70.42,608.0,,2699.0,201.5,2895.0,,578.5,244.0,89.65,27.05,76.2,58.4,35.0,39.65,316.9,174.8,,149300.0,,0.0681,775.0
2015-10-06,17.75,39.43,59.23,3.7355,678.7,,,0.06026,,,137.87,,9346.0,,0.611,1.1115,2238.0,20.95,11797.0,81.5,214.75,70.09,618.1,,2728.0,208.8,2895.0,,579.0,248.5,89.97,27.0,77.31,58.95,35.4,40.09,323.75,175.0,,152200.0,,0.06932,769.0
2015-10-07,18.02,40.8,59.66,3.715,670.5,,,0.0595,,,140.0,,9210.0,,0.6046,1.1005,2279.0,21.239,11763.0,83.68,211.0,70.32,604.0,,2710.0,219.1,2780.0,,559.5,251.15,89.9,26.29,79.65,61.8,35.055,39.9,328.9,174.5,,149000.0,,0.0714,745.0
2015-10-08,17.97,41.6,59.19,3.73,663.5,,,0.06042,,,139.8,,9149.0,,0.605,1.109,2294.0,21.046,11696.0,83.05,213.95,72.75,605.6,,2674.0,220.5,2740.0,,559.0,253.0,87.62,26.8,83.11,64.24,35.295,39.895,323.2,175.5,,147600.0,,0.074,736.0
2015-10-09,18.55,43.31,59.1,3.748,660.0,,,0.06211,,,143.81,,9560.0,,0.6178,1.136,2400.1,20.61,11730.0,85.4,216.5,72.7,606.0,,2549.0,220.5,2675.0,,554.0,267.0,87.9,28.15,85.77,66.0,36.105,40.75,333.0,178.0,,146500.0,,0.076,763.0
2015-10-12,18.71,44.42,57.55,3.732,658.5,,,0.06155,,,141.7,,9620.0,,0.5891,1.1155,2340.2,19.671,11667.0,88.2,215.25,72.1,599.4,,2574.0,221.0,2770.0,,556.5,263.0,88.23,27.0,85.45,65.75,35.195,40.64,325.0,172.9,,140700.0,,0.0781,743.0
2015-10-13,18.85,44.9,59.0,3.748,672.3,,,0.06169,,,141.8,,9715.0,,0.6095,1.1275,2350.0,19.895,11780.0,86.95,214.9,72.69,600.9,,2533.0,222.7,2765.0,,565.0,262.5,90.3,27.04,85.0,65.55,35.875,41.3,332.65,173.8,,141900.0,,0.07735,814.0
2015-10-14,18.6,47.39,59.0,3.74,685.0,,,0.06059,,,142.01,,9700.0,,0.613,1.1215,2341.0,20.09,11810.0,85.7,216.05,72.92,601.1,,2495.0,221.2,2805.0,,577.0,260.85,90.5,26.8,86.81,65.75,35.27,41.4,328.5,172.9,,142000.0,,0.07708,818.0
2015-10-15,18.49,49.0,57.96,3.756,725.0,,,0.06071,,,142.61,,9783.0,,0.6035,1.143,2320.0,20.33,12059.0,83.54,219.65,74.9,604.9,,2503.0,222.3,2820.0,,571.5,258.4,90.76,26.6,87.7,67.25,35.5,41.605,329.1,173.1,,146500.0,,0.0775,821.0
2015-10-16,18.47,48.9,56.06,3.75,711.7,,,0.06025,,,141.0,,9601.0,,0.641,1.181,2303.8,20.42,11707.0,85.9,219.0,72.8,599.4,,2461.0,223.4,2780.0,,565.5,253.4,89.17,26.35,88.52,67.99,35.48,41.765,328.0,172.1,,145700.0,,0.0754,813.0
2015-10-19,18.05,48.11,56.8,3.755,726.5,,,0.0597,,,140.27,,9761.0,,0.641,1.1945,2315.0,20.809,11665.0,86.3,217.6,74.75,598.8,,2531.0,220.9,2795.0,,565.0,251.5,89.85,25.89,87.07,65.8,36.05,41.99,331.25,173.6,,151000.0,,0.07529,845.0
2015-10-20,17.9,49.31,56.0,3.796,731.9,,,0.0603,,,140.4,,9658.0,,0.6729,1.195,2332.9,21.739,11810.0,86.25,214.25,74.7,589.5,,2560.0,221.2,2770.0,,570.5,250.75,89.94,25.9,88.14,65.23,36.29,42.05,332.6,173.8,,153500.0,,0.07551,834.0
2015-10-21,17.92,47.8,54.92,3.79,722.5,,,0.0644,,,139.49,,9390.0,,0.6675,1.215,2310.9,22.3,11800.0,85.99,212.75,74.47,594.1,,2595.0,220.0,2785.0,,563.0,251.8,90.25,25.74,86.95,63.86,35.85,42.005,327.0,174.0,,148800.0,,0.07494,822.0
2015-10-22,17.68,49.23,54.5,3.796,717.6,,,0.0633,,,139.25,,9545.0,,0.6746,1.2005,2334.5,21.632,11772.0,88.29,211.0,73.1,596.6,,2580.0,220.4,2780.0,,564.5,253.4,90.15,25.8,86.53,64.19,35.88,42.255,328.35,174.4,,149700.0,,0.07451,836.0
2015-10-23,17.73,48.26,55.9,3.796,712.0,,,0.06333,,,138.94,,9735.0,,0.671,1.2,2336.7,21.84,11500.0,92.0,211.15,73.02,601.1,,2572.0,220.9,2785.0,,569.0,253.5,92.85,26.25,90.45,66.75,36.03,42.75,333.8,174.9,,152800.0,,0.07475,813.0
2015-10-26,17.85,48.07,54.4,3.795,715.0,,,0.06142,,,138.5,,9700.0,,0.6588,1.19,2298.0,22.459,10809.0,95.1,213.5,71.2,599.7,,2605.0,220.0,2790.0,,555.0,250.5,92.53,26.1,92.3,67.26,35.14,42.74,333.5,178.1,,151400.0,,0.0723,838.0
2015-10-27,17.98,47.23,54.44,3.76,734.9,,,0.06206,,,138.5,,9710.0,,0.6626,1.2155,2350.6,22.414,11359.0,92.05,212.55,73.68,613.9,,2659.0,224.0,2785.0,,568.5,251.5,91.95,26.5,89.0,65.2,35.5,42.45,345.0,183.7,,152300.0,,0.0735,940.0
2015-10-28,17.83,47.52,53.89,3.77,717.0,,,0.06191,,,138.1,,9670.0,,0.66,1.203,2357.0,22.62,11491.0,91.7,214.0,74.39,601.3,,2635.0,221.5,2800.0,,567.0,253.8,92.74,25.6,90.05,67.05,35.76,43.195,342.4,182.9,,151500.0,,0.07179,1002.0
2015-10-29,17.62,47.44,52.7,3.73,731.0,,,0.06278,,,136.11,,9503.0,,0.647,1.217,2341.5,22.732,11216.0,91.31,211.2,76.1,586.5,,2644.0,220.0,2780.0,,563.5,255.45,91.8,25.76,88.6,67.06,35.15,43.3,334.95,180.0,,149400.0,,0.07196,1009.0
2015-10-30,17.66,49.0,51.4,3.756,742.0,,,0.06215,,,135.75,,9487.0,,0.651,1.22,2320.0,24.07,11136.0,89.84,208.3,78.2,584.3,,2630.0,222.5,2815.0,,565.5,258.1,93.55,25.6,90.53,68.49,35.785,43.49,328.8,180.9,,148800.0,,0.07235,1016.0
2015-11-02,17.815,49.3,51.38,3.77,749.7,,,0.06322,,,137.8,,9585.0,,0.654,1.2605,2412.0,23.75,11111.0,91.99,211.2,77.8,587.7,,2625.0,221.2,2810.0,,565.0,262.2,94.1,25.35,93.65,69.45,35.65,43.49,336.2,182.3,,148700.0,,0.0725,1030.0
2015-11-03,17.7,52.52,53.03,3.77,739.2,,,0.06307,,,141.75,,9546.0,,0.6729,1.2595,2483.9,22.97,11425.0,91.5,209.2,77.75,591.1,,2587.0,241.0,2795.0,,556.0,270.65,94.64,25.0,95.4,69.95,35.95,44.25,344.2,184.8,,150400.0,,0.07396,1011.0
2015-11-05,17.64,51.96,52.2,3.77,750.0,,,0.0629,,,140.97,,9580.0,,0.6684,1.239,2489.6,22.5,11468.0,91.3,202.0,75.68,598.0,,2633.0,244.2,2735.0,,560.5,270.0,95.73,24.58,95.5,70.35,35.9,44.4,346.0,186.8,,150700.0,,0.07615,980.0
2015-11-06,17.715,51.94,52.22,3.765,747.0,,,0.06237,,,137.75,,9513.0,,0.643,1.2185,2511.8,22.685,11496.0,90.81,202.55,75.24,598.1,,2666.0,240.0,2625.0,,548.5,264.75,93.1,24.95,94.09,68.5,35.575,43.01,348.0,188.5,,150000.0,,0.07585,994.9
2015-11-09,17.51,52.41,52.09,3.75,741.0,,,0.06111,,,136.5,,9499.0,,0.603,1.227,2530.0,23.0,11520.0,90.19,200.5,78.48,606.1,,2664.0,235.0,2610.0,,555.0,262.4,93.2,25.05,92.95,67.95,35.32,43.0,346.4,196.5,,153400.0,,0.076,1012.0
2015-11-10,17.04,51.84,51.59,3.745,727.0,,,0.0624,,,135.58,,9474.0,,0.609,1.2315,2520.0,22.47,11393.0,90.5,194.7,75.58,616.0,,2644.0,231.9,2620.0,,564.0,257.55,91.59,24.71,94.35,68.06,35.26,42.9,346.95,191.8,,153700.0,,0.07576,1027.0
2015-11-11,16.705,53.53,51.4,3.74,722.6,,,0.0619,,,135.0,,9371.0,,0.6005,1.197,2548.0,21.58,11255.0,91.0,193.55,73.0,596.1,,2641.0,232.7,2575.0,,561.0,266.0,90.7,24.3,94.0,67.5,34.795,42.415,345.0,191.7,,154900.0,,0.076,1040.0
2015-11-12,16.49,53.47,51.2,3.755,720.0,,,0.0618,,,136.6,,9475.0,,0.5924,1.204,2555.0,22.26,11125.0,87.28,195.0,72.46,591.0,,2685.0,232.6,2705.0,,555.0,263.05,88.51,24.56,94.29,68.3,35.15,41.99,340.1,191.3,,151500.0,,0.07542,1020.6
2015-11-13,16.1,53.39,50.81,3.78,719.4,,,0.06029,,,136.0,,9469.0,,0.5655,1.216,2485.0,21.355,11192.0,87.24,194.4,71.08,593.2,,2673.0,220.1,2640.0,,555.0,260.7,86.7,24.26,93.4,69.37,34.915,44.0,335.5,189.5,,145500.0,,0.0758,1001.0
2015-11-16,16.8,52.3,51.05,3.775,714.6,,,0.0605,,,137.21,,9335.0,,0.5641,1.1955,2476.0,21.1,11290.0,91.0,199.05,71.92,606.1,,2646.0,216.9,2660.0,,561.5,263.5,87.55,23.5,95.8,71.3,34.595,44.31,336.25,189.6,,144500.0,,0.07588,1015.1
2015-11-17,17.0,54.9,52.6,3.81,706.0,,,0.06128,,,142.75,,9364.0,,0.5785,1.2405,2524.5,20.77,11390.0,94.4,209.85,71.01,624.5,,2750.0,219.0,2670.0,,551.5,271.5,91.0,24.1,102.5,75.0,34.9,44.27,340.2,192.4,,151800.0,,0.07595,1059.0
2015-11-18,17.305,57.09,53.01,3.795,730.8,,,0.06303,,,147.47,,9640.0,,0.5942,1.221,2526.0,21.19,11359.0,93.5,214.9,72.81,631.2,,2720.0,216.1,2700.0,,569.0,278.2,93.7,23.75,104.0,76.1,35.62,43.75,342.4,191.4,,153000.0,,0.0761,1094.0
2015-11-19,17.205,56.45,53.95,3.78,735.4,,,0.06206,,,147.5,,9670.0,,0.5894,1.248,2534.0,20.84,11427.0,93.09,214.1,71.38,620.2,,2717.0,218.2,2705.0,,560.5,271.5,92.15,23.72,104.86,76.5,35.31,42.96,349.1,193.6,,157100.0,,0.0762,1086.0
2015-11-20,17.335,57.86,53.6,3.795,737.1,,,0.06265,,,148.05,,9650.0,,0.598,1.205,2540.0,20.73,11819.0,92.89,219.3,71.95,627.3,,2700.0,225.1,2710.0,,549.0,272.9,93.62,23.76,107.3,77.24,34.905,42.0,349.85,196.0,,165000.0,,0.07601,1111.0
2015-11-23,17.725,57.52,54.88,3.775,735.0,,,0.0632,,,152.0,,9492.0,,0.6083,1.2,2652.8,21.07,12250.0,94.01,221.7,72.47,635.0,,2772.0,232.1,2715.0,,552.0,274.8,94.0,24.55,109.98,79.6,36.34,43.175,354.45,203.9,,173000.0,,0.0763,1129.9
2015-11-24,17.645,55.77,53.2,3.78,712.4,,,0.06046,,,145.65,,9344.0,,0.584,1.16,2576.9,20.74,11900.0,93.94,212.85,70.3,612.1,,2709.0,225.1,2635.0,,545.0,265.75,91.18,23.96,105.6,76.35,35.25,42.785,345.0,199.3,,165900.0,,0.07283,1092.0
2015-11-25,17.725,56.67,54.46,3.795,715.2,,,0.06161,,,143.99,,9427.0,,0.6033,1.1785,2606.9,21.76,12022.0,94.05,219.0,70.9,629.5,,2750.0,221.9,2680.0,,540.0,271.55,90.0,23.58,108.51,78.45,35.805,44.77,345.9,200.7,,164900.0,,0.0745,1127.0
2015-11-26,17.775,55.12,54.56,3.85,722.0,,,0.0616,,,143.2,,9390.0,,0.606,1.1805,2598.6,21.595,12130.0,94.8,217.5,71.34,627.2,,2733.0,223.8,2680.0,,553.0,270.85,90.3,23.57,106.48,77.89,35.7,44.595,344.3,199.1,,162500.0,,0.076,1117.7
2015-11-27,17.63,55.42,52.72,3.91,710.6,,,0.06138,,,140.65,,9220.0,,0.6047,1.1825,2539.4,20.97,12013.0,97.0,214.05,70.88,626.4,,2723.0,220.2,2700.0,,536.0,268.2,88.07,23.7,104.55,77.8,34.75,43.79,336.9,195.8,,153200.0,,0.07271,1074.5
2015-11-30,17.655,58.91,52.18,3.83,703.8,,,0.06112,,,138.0,,8920.0,,0.611,1.1745,2534.1,21.2,12005.0,94.5,217.7,70.08,621.0,,2715.0,217.8,2630.0,,535.5,265.0,87.74,23.52,102.9,76.2,33.5,42.285,314.05,193.5,,151000.0,,0.071,1094.0
2015-12-01,17.75,61.0,51.49,3.85,703.3,,,0.06119,,,137.42,,9054.0,,0.6059,1.1435,2559.0,21.38,11901.0,96.0,216.5,69.9,607.6,,2716.0,221.0,2660.0,,529.5,264.7,89.49,23.31,101.3,74.5,34.0,42.625,323.0,190.0,,156500.0,,0.07328,1086.0
2015-12-02,17.785,57.6,51.55,3.84,705.7,,,0.06099,,,136.85,,8939.0,,0.607,1.15,2535.4,21.695,12199.0,94.69,217.0,70.1,601.0,,2691.0,220.0,2650.0,,531.5,258.5,89.95,23.24,102.5,74.5,34.21,42.255,321.5,193.0,,154400.0,,0.07225,1104.0
2015-12-03,18.35,56.51,51.97,3.805,697.5,,,0.0605,,,140.0,,9113.0,,0.5965,1.1375,2559.0,21.34,12270.0,94.02,217.55,70.19,608.2,,2740.0,230.0,2660.0,,538.0,257.6,89.6,23.4,104.0,75.0,34.9,42.5,316.9,192.5,,155600.0,,0.0717,1099.0
2015-12-04,17.72,57.33,52.13,3.815,686.7,,,0.06015,,,137.7,,8851.0,,0.6039,1.125,2489.9,21.0,11799.0,93.8,214.8,67.77,584.3,,2699.0,222.4,2655.0,,537.5,251.45,87.8,23.35,103.05,72.81,34.155,42.21,312.0,192.8,,153200.0,,0.0723,1087.1
2015-12-07,17.355,59.0,50.5,3.84,673.9,,,0.05912,,,134.5,,8925.0,,0.5893,1.1205,2410.0,21.19,11728.0,93.59,216.0,65.9,580.8,,2754.0,227.8,2670.0,,549.0,244.0,85.4,23.4,103.0,73.99,34.255,43.08,308.8,192.4,,156100.0,,0.07247,1060.0
2015-12-08,17.42,56.91,48.96,3.84,674.6,,,0.05827,,,134.65,,8970.0,,0.6015,1.13,2377.9,20.665,11590.0,90.25,215.95,64.76,570.0,,2723.0,216.5,2665.0,,530.0,244.65,86.67,23.55,97.0,71.0,33.92,44.2,304.9,187.8,,154400.0,,0.07245,1038.9
2015-12-09,17.245,58.4,49.8,3.835,658.0,,,0.05949,,,135.81,,8935.0,,0.5935,1.13,2385.1,19.92,11180.0,88.3,218.45,64.3,589.1,,2713.0,221.6,2680.0,,559.0,247.7,87.16,23.08,100.66,72.85,34.3,43.8,311.6,183.4,,153300.0,,0.07505,1050.0
2015-12-10,16.96,59.84,49.55,3.825,650.0,,,0.0592,,,135.6,,8925.0,,0.5951,1.115,2445.0,18.795,11141.0,89.27,217.0,65.9,582.2,,2727.0,221.2,2685.0,,556.0,249.0,86.85,23.3,100.13,72.61,34.295,42.4,314.2,180.8,,151100.0,,0.07575,1030.3
2015-12-11,17.125,58.5,50.5,3.825,644.9,,,0.05868,,,133.8,,8900.0,,0.5945,1.097,2450.0,18.68,11039.0,90.7,216.0,64.89,580.9,,2772.0,221.4,2730.0,,544.5,244.85,88.94,23.31,98.15,71.21,34.03,42.155,310.0,180.7,,149000.0,,0.0757,1037.0
2015-12-14,17.02,58.0,53.28,3.825,634.6,,,0.05859,,,131.59,,8780.0,,0.6028,1.0945,2432.8,18.13,11030.0,88.8,213.55,63.1,570.0,,2821.0,220.0,2840.0,,574.0,244.9,91.5,23.36,97.7,69.1,33.795,41.85,303.8,178.8,,151100.0,,0.07575,984.4
2015-12-15,17.395,57.2,56.0,3.84,645.0,,,0.0594,,,134.4,,8965.0,,0.625,1.112,2446.8,17.78,11340.0,94.9,217.0,63.0,585.0,,2830.0,220.0,2920.0,,573.5,249.7,90.53,23.29,100.0,71.4,34.27,42.495,316.6,184.5,,157800.0,,0.07624,1055.0
2015-12-16,17.95,56.45,55.73,3.85,633.4,,,0.06061,,,134.5,,9108.0,,0.678,1.1135,2415.0,17.63,11361.0,92.3,220.0,62.54,588.0,,2833.0,220.0,2860.0,,574.5,250.1,92.5,22.85,102.45,72.5,34.695,42.705,313.4,187.5,,167200.0,,0.0775,1067.0
