TRADEDATE,AFKS,AFLT,ALRS,CBOM,CHMF,DSKY,ENPG,FEES,FIVE,FIXP,GAZP,GLTR,GMKN,HHRU,HYDR,IRAO,LKOH,MAGN,MGNT,MOEX,MTSS,NLMK,NVTK,OZON,PHOR,PIKK,PLZL,POGR,POLY,ROSN,RTKM,RUAL,SBER,SBERP,SNGS,SNGSP,TATN,TATNP,TCSG,TRNFP,VKCO,VTBR,YNDX
2017-11-13,12.925,161.0,75.21,4.59,897.0,103.5,,0.1639,,,133.32,,11470.0,,0.8335,3.601,3326.0,46.3,7146.0,125.8,295.95,131.65,673.5,,2466.0,315.2,4994.0,,700.0,325.0,72.43,40.89,216.61,188.19,29.78,30.32,484.3,353.3,,181500.0,,0.06001,1860.0
2017-11-14,12.335,157.0,75.25,4.577,897.0,105.7,,0.16255,,,132.93,,11151.0,,0.8131,3.6,3325.0,46.4,6949.0,125.51,294.5,134.1,675.2,,2537.0,316.8,5182.0,,715.0,314.3,68.99,41.15,221.4,189.65,30.225,30.83,487.5,353.0,,183500.0,,0.0588,1890.0
2017-11-15,11.7,159.2,74.31,4.532,902.2,106.35,,0.1599,,,131.21,,10803.0,,0.807,3.6,3296.0,44.62,6170.0,124.93,284.2,132.5,656.8,,2534.0,307.3,5083.0,,705.0,302.2,68.16,41.22,225.95,190.0,29.155,30.4,479.6,345.1,,179700.0,,0.05549,1873.0
2017-11-16,11.73,164.4,73.62,4.521,890.3,109.7,,0.16395,,,129.2,,11044.0,,0.82,3.6225,3304.0,45.545,6531.0,123.53,280.55,133.3,663.5,,2545.0,316.3,5060.0,,690.0,303.5,67.9,41.8,227.5,185.6,28.995,29.8,471.0,341.0,,177050.0,,0.05205,1925.5
2017-11-17,11.975,164.55,74.5,4.5,894.6,106.85,,0.1626,,,129.65,,10813.0,,0.8258,3.5235,3304.5,45.9,6884.0,119.5,283.0,132.38,658.4,,2570.0,309.9,5070.0,,685.5,300.7,68.0,41.35,225.65,186.04,29.085,29.81,468.85,343.3,,179550.0,,0.05338,1949.5
2017-11-20,12.025,164.6,75.4,4.471,896.4,107.2,,0.16925,,,129.96,,10544.0,,0.843,3.6,3281.0,45.585,6768.0,123.0,283.0,131.69,665.0,,2568.0,309.1,5070.0,,695.0,300.05,69.25,39.76,224.6,185.6,29.33,30.135,471.0,345.2,,180100.0,,0.05398,2002.5
2017-11-21,11.895,166.25,79.17,4.429,905.1,107.9,,0.1674,,,132.49,,10515.0,,0.8449,3.61,3319.5,45.95,6599.0,127.44,284.3,134.92,667.0,,2588.0,305.6,5110.0,,694.1,299.8,67.6,39.0,231.0,192.1,29.41,30.05,492.35,354.5,,180500.0,,0.0532,2038.0
2017-11-22,11.665,163.95,77.48,4.362,905.0,107.85,,0.16705,,,132.57,,10768.0,,0.84,3.6895,3369.0,45.8,6720.0,125.78,280.3,132.85,671.1,,2538.0,305.0,5046.0,,725.9,302.0,66.8,39.19,230.25,192.3,29.155,29.86,488.95,355.6,,181000.0,,0.0529,1975.0
2017-11-23,11.395,162.3,77.73,4.382,906.8,106.95,,0.16645,,,131.6,,10609.0,,0.8368,3.657,3380.0,45.77,6829.0,124.3,283.1,132.76,669.9,,2510.0,313.0,5030.0,,716.0,302.3,66.5,38.98,225.56,188.7,29.15,30.1,483.95,356.0,,181600.0,,0.05222,1987.5
2017-11-24,11.46,159.85,78.3,4.329,910.5,106.75,,0.167,,,133.57,,10750.0,,0.834,3.6055,3395.0,45.985,6635.0,126.28,288.7,132.17,673.3,,2496.0,304.5,5010.0,,718.2,303.8,66.94,38.7,228.0,192.3,29.37,30.335,479.5,352.0,,185500.0,,0.05338,2025.0
2017-11-27,11.29,157.0,78.97,4.334,898.0,106.65,,0.1657,,,133.5,,10550.0,,0.8345,3.674,3365.0,45.18,6602.0,125.28,285.9,129.0,661.4,,2473.0,302.0,5050.0,,716.9,299.9,66.41,37.61,226.76,190.86,28.95,29.98,483.9,349.6,,183550.0,,0.05267,2017.0
2017-11-28,11.01,157.2,78.7,4.304,901.7,106.8,,0.1668,,,135.18,,10220.0,,0.827,3.698,3343.0,45.725,6450.0,126.2,284.0,131.3,678.7,,2488.0,304.5,5055.0,,710.5,301.3,64.7,36.71,230.0,192.5,29.155,29.565,480.0,346.6,,184450.0,,0.0528,1991.5
2017-11-29,10.89,158.6,77.98,4.288,895.4,106.75,,0.165,,,133.55,,10107.0,,0.8113,3.68,3308.5,45.19,6380.0,125.77,282.0,129.93,666.4,,2472.0,299.0,5050.0,,708.1,294.45,64.4,36.23,228.2,189.63,28.185,29.25,467.65,341.8,,184000.0,,0.0522,1957.0
2017-11-30,10.665,152.5,77.87,4.35,924.0,108.8,,0.16475,,,132.15,,9876.0,,0.814,3.6855,3292.5,43.93,6359.0,124.25,284.55,132.25,650.0,,2470.0,299.6,4912.0,,703.8,293.6,64.0,35.69,224.35,184.53,27.5,28.39,456.7,353.9,,178000.0,,0.05078,1940.5
2017-12-01,11.32,148.15,77.53,4.3,912.5,106.0,,0.164,,,133.02,,10080.0,,0.82,3.73,3344.0,44.23,6340.0,122.61,277.4,130.22,663.5,,2465.0,303.5,4920.0,,704.8,292.0,64.0,36.45,221.5,184.55,27.705,28.88,459.75,353.6,,178700.0,,0.0516,1931.5
2017-12-04,11.63,144.6,75.51,4.299,875.5,106.1,,0.163,,,133.77,,10166.0,,0.8093,3.64,3390.5,44.4,6370.0,122.32,266.0,134.31,666.0,,2470.0,311.1,4868.0,,690.4,292.7,64.8,35.7,224.6,184.2,27.405,28.705,511.45,369.8,,178000.0,,0.051,1907.0
2017-12-05,11.81,146.4,75.0,4.297,868.0,104.15,,0.1605,,,133.65,,10077.0,,0.8019,3.62,3403.0,44.13,6300.0,118.1,264.0,133.96,669.8,,2449.0,317.3,4697.0,,672.0,293.4,63.79,36.15,223.91,185.2,27.33,28.845,506.7,371.6,,177000.0,,0.05086,1899.0
2017-12-06,11.99,144.7,75.8,4.3,880.0,104.0,,0.1603,,,134.0,,10166.0,,0.8196,3.649,3403.0,44.95,6335.0,119.65,264.9,138.76,673.0,,2543.0,320.0,4815.0,,665.9,292.4,63.4,36.38,223.75,185.4,27.99,29.27,510.9,380.6,,176100.0,,0.0515,1900.0
2017-12-07,10.2,144.35,74.82,4.294,892.9,101.0,,0.16065,,,133.02,,10063.0,,0.81,3.5755,3374.5,44.39,6355.0,116.2,248.0,139.2,677.1,,2511.0,323.8,4780.0,,666.9,292.5,63.5,35.75,219.81,181.91,27.67,28.835,507.0,381.0,,173000.0,,0.05103,1949.5
2017-12-08,10.01,144.35,74.55,4.294,886.7,101.0,,0.15905,,,132.6,,10077.0,,0.8079,3.508,3388.5,44.145,6550.0,119.37,246.4,138.86,668.4,,2505.0,312.8,4714.0,,670.8,293.75,63.36,36.35,220.89,185.0,27.7,29.205,503.1,375.6,,174650.0,,0.05066,1957.0
2017-12-11,10.96,143.55,75.5,4.273,899.6,100.85,,0.16155,,,134.65,,10423.0,,0.8177,3.58,3432.5,44.3,6655.0,121.7,252.9,147.3,676.9,,2546.0,316.0,4682.0,,688.9,297.55,64.39,36.85,227.69,192.05,28.895,29.985,516.95,383.4,,180500.0,,0.05122,1997.5
2017-12-12,10.825,140.1,75.2,4.29,895.0,92.55,,0.1615,,,135.5,,10787.0,,0.811,3.54,3473.5,45.0,6559.0,124.0,253.15,146.17,695.0,,2550.0,310.6,4668.0,,668.0,303.1,64.5,36.82,227.9,195.96,29.01,29.995,517.0,394.0,,179500.0,,0.05125,1954.0
2017-12-13,10.22,137.0,73.1,4.28,898.3,94.7,,0.16145,,,135.56,,10512.0,,0.8219,3.6095,3458.0,44.7,6400.0,118.0,250.85,144.3,690.0,,2564.0,308.4,4291.0,,660.1,298.85,64.5,36.97,221.8,188.84,29.095,29.235,503.0,390.0,,181000.0,,0.0501,1938.0
2017-12-14,10.3,141.8,75.5,4.265,899.6,92.0,,0.1618,,,135.91,,10669.0,,0.8248,3.619,3453.5,44.89,6490.0,121.12,256.2,142.74,686.0,,2561.0,310.2,4520.0,,673.9,300.7,64.1,38.9,229.9,193.23,29.3,29.19,492.8,383.1,,180900.0,,0.0504,1919.0
2017-12-15,10.3,143.6,74.94,4.25,901.4,94.1,,0.16175,,,135.5,,10595.0,,0.8247,3.5925,3420.0,44.1,6411.0,120.81,266.0,141.95,698.0,,2553.0,308.2,4665.0,,678.9,299.65,64.3,39.0,226.53,190.0,28.915,29.89,487.55,395.0,,178200.0,,0.05,1895.0
2017-12-18,9.0,142.0,75.4,4.234,891.6,91.5,,0.161,,,134.25,,10680.0,,0.7966,3.5755,3395.5,42.57,6287.0,118.0,263.0,141.8,688.6,,2542.0,308.8,4690.0,,685.4,296.5,64.3,39.01,227.4,191.29,28.815,29.65,503.0,392.6,,176200.0,,0.04987,1892.0
2017-12-19,9.225,141.35,74.04,4.26,892.8,91.55,,0.1605,,,133.96,,10653.0,,0.7518,3.489,3402.0,43.35,6254.0,114.72,262.15,141.55,680.0,,2564.0,307.0,4643.0,,688.6,293.65,63.99,39.06,224.1,190.67,28.4,29.08,491.65,391.5,,176000.0,,0.0484,1902.0
2017-12-20,9.415,138.0,75.01,4.23,877.8,89.7,,0.16335,,,132.5,,10613.0,,0.7165,3.432,3373.0,43.165,6256.0,111.75,260.6,141.85,665.1,,2544.0,305.3,4592.0,,695.0,293.3,64.0,38.36,226.0,191.25,28.035,28.745,477.3,390.0,,175900.0,,0.04591,1873.5
2017-12-21,9.615,138.8,74.3,4.3,871.2,87.8,,0.16325,,,131.7,,10531.0,,0.7328,3.357,3332.5,43.1,6290.0,108.9,269.0,145.75,674.7,,2500.0,306.9,4463.0,,697.5,293.8,64.15,38.14,223.6,189.5,28.185,28.375,471.95,367.9,,176000.0,,0.04535,1884.0
2017-12-22,11.32,138.8,75.2,4.31,876.9,91.75,,0.16655,,,132.42,,10710.0,,0.7349,3.34,3347.0,42.185,6251.0,110.1,271.4,146.5,684.4,,2493.0,307.1,4428.0,,692.0,293.75,64.02,39.0,221.44,189.2,28.235,28.49,481.6,368.0,,176500.0,,0.04655,1832.0
2017-12-25,13.75,138.85,75.17,4.414,875.7,95.95,,0.16595,,,131.96,,10655.0,,0.7275,3.4095,3320.0,42.2,6237.0,110.0,285.5,145.0,671.8,,2492.0,306.0,4363.0,,687.2,298.0,63.78,39.06,223.3,189.82,27.755,28.365,481.75,361.1,,181000.0,,0.0473,1847.0
2017-12-26,13.3,139.0,74.83,4.543,869.2,96.1,,0.1635,,,131.2,,10629.0,,0.722,3.3205,3288.0,41.665,6244.0,109.01,281.25,147.23,671.5,,2475.0,309.9,4394.0,,688.3,296.55,63.74,39.45,223.57,190.0,27.505,28.0,483.0,359.5,,181950.0,,0.04685,1840.0
2017-12-27,12.4,138.5,75.0,4.63,889.9,94.75,,0.1624,,,130.99,,10621.0,,0.725,3.393,3283.5,41.97,6265.0,109.07,280.5,148.25,679.5,,2500.0,319.4,4410.0,,710.0,295.45,63.6,40.0,226.98,190.73,27.66,28.105,482.4,369.8,,183000.0,,0.04745,1865.0
2017-12-28,12.1,139.0,75.08,4.691,889.6,95.9,,0.16265,,,130.53,,10694.0,,0.727,3.368,3317.0,42.5,6270.0,109.39,279.9,147.0,676.0,,2463.0,324.9,4405.0,,703.6,289.85,63.55,40.79,224.2,190.3,28.09,28.12,477.95,369.9,,178500.0,,0.04696,1883.5
2017-12-29,12.09,138.45,75.06,4.742,887.4,95.95,,0.16205,,,130.5,,10850.0,,0.7289,3.4,3334.5,41.86,6340.0,108.97,276.0,147.22,677.7,,2499.0,326.5,4595.0,,706.6,291.5,63.9,40.55,225.2,189.0,27.89,28.145,478.8,365.0,,179900.0,,0.04732,1894.0
2018-01-03,12.35,140.4,75.81,4.735,897.4,97.2,,0.16285,,,132.2,,11302.0,,0.7405,3.393,3421.5,42.6,6485.0,109.18,275.5,149.0,695.1,,2510.0,327.4,4466.0,,718.9,297.95,63.85,42.7,231.9,197.3,27.905,28.545,486.8,367.7,,179300.0,,0.0495,1943.5
2018-01-04,12.385,148.9,77.0,4.741,908.0,99.2,,0.1636,,,135.89,,11585.0,,0.755,3.568,3501.0,42.95,6629.0,109.12,282.1,153.0,697.3,,2497.0,327.5,4478.0,,715.0,307.0,63.7,42.85,238.8,203.03,28.175,28.49,502.0,368.7,,182900.0,,0.05005,1978.0
2018-01-05,12.39,147.3,76.9,4.705,920.0,99.2,,0.1639,,,137.12,,11565.0,,0.7587,3.544,3569.5,43.485,6724.0,108.25,281.35,146.46,701.0,,2494.0,327.8,4469.0,,720.0,311.95,63.5,42.65,238.6,203.5,28.22,28.48,500.9,371.8,,182500.0,,0.0502,1942.5
2018-01-09,12.715,150.5,76.79,4.717,939.3,98.5,,0.1648,,,140.0,,11675.0,,0.7597,3.481,3628.5,44.0,6600.0,109.06,283.05,149.25,695.4,,2519.0,323.0,4556.0,,702.1,315.1,64.22,41.72,240.4,201.3,28.32,28.6,511.3,380.2,,179500.0,,0.0508,1963.0
2018-01-10,12.7,149.3,76.7,4.705,949.0,99.25,,0.1646,,,143.43,,11655.0,,0.7749,3.463,3641.0,44.605,6660.0,113.4,284.45,149.9,685.4,,2530.0,322.4,4411.0,,711.0,317.75,64.02,41.84,237.76,197.52,28.475,28.625,510.3,382.0,,178750.0,,0.05051,1972.0
2018-01-11,12.7,148.3,76.85,4.72,955.9,99.55,,0.1654,,,144.58,,11662.0,,0.7735,3.41,3687.5,45.25,6651.0,115.3,293.0,150.4,687.4,,2542.0,325.8,4357.0,,709.1,325.0,64.57,41.21,239.0,199.78,28.4,28.76,508.95,391.7,,182700.0,,0.0505,1963.0
2018-01-12,12.65,145.6,76.37,4.732,968.6,99.85,,0.1646,,,143.99,,11600.0,,0.7675,3.44,3908.0,45.35,6700.0,113.49,294.3,153.59,679.2,,2544.0,317.0,4328.0,,709.2,324.35,64.35,41.31,237.75,199.49,28.8,28.97,515.55,391.6,,182000.0,,0.05096,1955.0
2018-01-15,12.755,146.6,76.42,4.735,963.7,98.0,,0.16335,,,142.99,,11750.0,,0.7699,3.4515,3876.5,45.74,6579.0,113.84,294.7,152.5,690.4,,2538.0,315.4,4382.0,,715.9,319.95,64.58,41.23,238.85,201.9,28.845,29.145,518.15,389.5,,180600.0,,0.05081,1970.0
2018-01-16,12.65,140.75,76.72,4.683,945.0,98.4,,0.1632,,,145.29,,11375.0,,0.7618,3.458,3862.0,44.665,6400.0,112.97,290.0,150.88,686.9,,2539.0,311.5,4487.0,,696.9,317.5,65.98,40.78,239.64,200.82,29.245,29.64,528.95,392.0,,182500.0,,0.0509,1992.5
2018-01-17,12.71,138.45,79.35,4.702,941.2,98.25,,0.1641,,,148.7,,11498.0,,0.7847,3.449,3851.5,44.82,6400.0,112.5,287.05,151.7,689.1,,2540.0,314.3,4659.0,,685.5,326.5,65.3,41.49,239.82,201.34,29.945,30.42,546.0,397.6,,182000.0,,0.05139,2035.0
2018-01-18,12.675,137.2,81.25,4.722,936.2,100.0,,0.1661,,,150.35,,11560.0,,0.7899,3.4795,3855.0,44.0,6265.0,113.4,288.6,152.8,693.0,,2535.0,307.8,4520.0,,680.9,333.1,65.52,41.49,245.5,204.63,30.47,31.1,560.0,417.5,,183000.0,,0.0506,2099.0
2018-01-19,12.5,138.7,83.0,4.765,953.0,98.0,,0.18,,,149.13,,11470.0,,0.7844,3.541,3825.5,44.88,6240.0,111.5,292.2,154.95,700.0,,2547.0,296.5,4446.0,,691.0,328.0,65.77,41.55,242.45,203.97,30.2,31.0,551.2,409.3,,182500.0,,0.04965,2098.5
2018-01-22,12.52,138.6,84.0,4.755,967.8,97.95,,0.18475,,,150.3,,11488.0,,0.8095,3.747,3870.0,45.3,6279.0,113.6,295.7,157.14,704.0,,2564.0,303.8,4527.0,,696.6,332.95,66.89,41.35,243.99,202.5,30.3,31.27,567.15,415.1,,182500.0,,0.05014,2118.5
2018-01-23,12.62,138.3,84.0,4.729,935.4,96.1,,0.1781,,,148.8,,11198.0,,0.8,3.66,3841.5,44.9,6360.0,115.0,301.9,153.7,703.9,,2543.0,313.0,4543.0,,682.9,335.0,66.22,41.73,244.4,202.71,30.1,31.51,564.4,414.6,,182700.0,,0.04978,2145.0
2018-01-24,12.54,138.05,82.1,4.731,930.0,92.95,,0.1782,,,149.7,,11325.0,,0.7896,3.67,3850.0,43.9,6345.0,114.8,299.85,150.7,709.0,,2530.0,312.1,4568.0,,684.3,344.5,66.8,41.2,247.53,204.2,30.4,30.955,569.7,410.0,,180600.0,,0.04902,2138.0
2018-01-25,12.4,137.1,83.3,4.781,950.0,92.75,,0.1745,,,149.8,,11537.0,,0.7748,3.75,3825.0,44.99,6170.0,116.36,305.3,154.0,717.2,,2505.0,311.5,4570.0,,676.2,351.5,66.01,40.89,250.64,209.0,30.8,31.63,573.8,413.3,,183000.0,,0.0499,2134.0
2018-01-26,12.055,134.2,81.6,4.728,952.7,92.6,,0.17215,,,147.19,,11420.0,,0.7608,3.7575,3821.0,44.205,5539.0,115.75,306.9,153.93,718.6,,2491.0,306.5,4500.0,,677.0,351.8,65.05,41.12,247.0,208.0,30.38,31.825,580.0,412.5,,183350.0,,0.04935,2176.0
2018-01-29,12.25,137.6,80.5,4.71,936.9,93.2,,0.17445,,,144.75,,11539.0,,0.7471,3.788,3778.0,45.445,5155.0,118.2,303.8,153.19,714.7,,2483.0,306.0,4599.0,,673.5,346.35,65.41,41.8,250.48,209.9,30.665,31.51,578.6,412.6,,183400.0,,0.049,2197.5
2018-01-30,12.15,133.2,81.5,4.688,929.8,92.7,,0.17785,,,143.5,,11483.0,,0.75,3.77,3713.0,45.375,5419.0,117.1,303.35,150.9,711.6,,2470.0,307.0,4547.0,,661.6,342.1,66.2,41.6,257.8,213.35,30.3,30.7,565.4,407.5,,181500.0,,0.0488,2150.0
2018-01-31,12.2,133.3,81.5,4.66,919.1,92.5,,0.175,,,143.36,,11608.0,,0.7255,3.79,3728.0,45.61,5330.0,115.0,309.0,147.0,727.7,,2450.0,306.0,4580.0,,665.7,343.2,67.0,41.18,264.5,217.49,28.74,29.685,565.2,409.0,,180000.0,,0.0494,2179.0
2018-02-01,12.265,135.35,82.13,4.705,941.8,91.4,,0.174,2110.0,,145.39,,11639.0,,0.7322,3.8195,3760.5,45.85,5219.0,116.7,311.5,150.4,732.0,,2465.0,305.6,4535.0,,653.8,344.95,67.0,41.87,263.2,213.77,29.26,29.815,578.65,410.0,,181600.0,,0.04938,2202.0
2018-02-02,12.0,133.5,81.81,4.687,918.0,92.35,,0.1755,2052.0,,144.0,,11496.0,,0.7278,3.8245,3797.0,44.875,5032.0,115.8,304.4,146.14,733.0,,2400.0,306.0,4509.0,,638.5,339.9,65.9,42.02,257.32,208.8,28.955,30.47,579.0,411.0,,181900.0,,0.0492,2150.0
2018-02-05,11.96,138.4,83.0,4.677,923.8,92.25,,0.1759,2089.5,,144.53,,11581.0,,0.7375,3.75,3752.0,45.185,4950.0,115.72,304.55,147.1,728.0,,2380.0,307.8,4542.0,,644.5,338.3,65.95,42.6,255.64,209.75,29.55,31.25,564.4,408.4,,180000.0,,0.04908,2150.0
2018-02-06,11.46,135.5,81.2,4.601,912.9,92.0,,0.1679,2070.0,,141.59,,11308.0,,0.717,3.6675,3655.5,44.21,4785.0,113.6,302.75,144.78,729.7,,2321.0,305.5,4500.0,,620.4,330.0,64.86,41.9,258.94,210.6,28.605,29.925,542.7,402.5,,177500.0,,0.04702,2054.5
2018-02-07,11.63,136.45,84.0,4.668,932.2,92.3,,0.16975,2090.0,,141.0,,11268.0,,0.7379,3.805,3735.0,45.795,4725.0,113.5,301.0,146.05,736.4,,2372.0,305.0,4351.0,,605.0,336.0,64.65,41.88,257.58,210.22,29.415,29.865,563.1,405.0,,177000.0,,0.04761,2140.5
2018-02-08,11.505,137.5,86.4,4.64,917.8,92.05,,0.1699,2134.0,,137.2,,11110.0,,0.739,3.762,3686.0,45.625,4825.0,112.8,295.75,143.0,731.0,,2355.0,305.0,4381.0,,608.2,326.65,65.6,41.86,253.19,206.6,28.87,29.81,555.5,395.3,,178000.0,,0.04751,2159.0
2018-02-09,11.755,139.3,84.95,4.596,907.0,91.35,,0.1707,2046.0,,135.56,,11101.0,,0.7307,3.6975,3617.5,43.72,4808.0,110.5,294.0,137.95,714.4,,2420.0,304.7,4322.0,,602.1,324.55,65.9,41.32,250.11,203.18,28.315,29.5,536.7,388.9,,176500.0,,0.04707,2086.5
2018-02-12,12.65,139.0,84.8,4.629,913.5,90.5,,0.17395,2100.5,,137.3,,11147.0,,0.741,3.6825,3656.5,44.05,4881.0,110.3,301.0,143.7,718.0,,2405.0,309.3,4350.0,,611.0,325.3,65.49,41.18,255.05,207.69,28.23,29.74,536.0,390.0,,175000.0,,0.04712,2127.0
2018-02-13,12.32,140.3,85.9,4.67,941.6,90.7,,0.17675,2140.0,,139.85,,11500.0,,0.7498,3.6845,3729.5,45.27,4860.0,111.25,304.0,148.79,719.1,,2445.0,314.5,4386.0,,613.9,325.4,65.57,40.95,258.3,209.5,28.45,30.075,549.75,390.2,,178000.0,,0.04767,2135.0
2018-02-14,12.25,137.7,85.88,4.659,930.0,90.55,,0.177,2150.5,,138.89,,11761.0,,0.7598,3.7175,3709.0,46.0,4820.0,111.2,300.8,147.68,730.0,,2416.0,314.9,4467.0,,633.0,326.0,65.5,41.0,262.03,211.64,28.24,29.88,554.0,389.0,,180400.0,,0.0477,2200.0
2018-02-15,12.11,136.85,85.32,4.663,949.2,90.1,,0.178,2144.0,,137.06,,11785.0,,0.76,3.7955,3730.0,45.85,4850.0,110.3,304.0,148.05,741.8,,2459.0,313.2,4490.0,,638.4,324.3,65.1,40.98,264.58,214.6,28.265,29.85,560.0,396.6,,180350.0,,0.04735,2283.5
2018-02-16,12.2,137.3,85.82,4.67,949.2,90.1,,0.1775,2130.0,,137.06,,10810.0,,0.7698,3.792,3751.0,45.635,4473.0,110.62,306.15,149.24,737.6,,2489.0,316.7,4503.0,,640.6,324.2,65.48,38.78,266.99,214.02,28.505,29.665,569.0,400.1,,180450.0,,0.0477,2371.5
2018-02-19,12.4,137.35,85.91,4.665,945.3,90.0,,0.1756,2079.5,,138.31,,11171.0,,0.7669,3.7215,3715.0,45.6,4251.0,110.56,306.5,152.89,729.1,,2495.0,314.9,4497.0,,630.7,324.0,65.55,39.05,266.85,211.04,28.48,29.445,569.05,402.2,,180000.0,,0.04745,2416.5
2018-02-20,12.19,138.0,86.0,4.68,940.0,89.75,,0.177,1979.5,,141.32,,11060.0,,0.7715,3.7,3744.0,45.715,4588.0,111.4,307.4,153.0,728.0,,2459.0,320.0,4489.0,,621.4,322.0,65.76,38.94,267.22,215.9,28.415,29.485,574.8,414.8,,179250.0,,0.04774,2413.0
2018-02-21,12.35,138.75,87.0,4.718,942.4,90.1,,0.178,1958.0,,144.0,,11300.0,,0.78,3.821,3808.5,46.37,4793.0,114.23,313.0,148.3,739.9,,2464.0,316.8,4569.0,,619.1,333.5,66.25,39.6,279.2,224.0,29.12,29.8,586.3,411.5,,180550.0,,0.0489,2473.5
2018-02-22,12.36,140.1,87.8,4.73,936.0,89.25,,0.1753,1996.5,,145.97,,11380.0,,0.781,3.7875,3836.0,46.55,5140.0,113.68,311.0,148.56,735.9,,2444.0,319.4,4520.0,,609.3,337.3,66.45,39.4,277.49,228.5,29.2,30.27,599.5,418.1,,183600.0,,0.05175,2435.5
2018-02-26,12.31,140.8,88.5,4.777,949.9,89.0,,0.1757,2017.0,,147.0,,11874.0,,0.7947,3.77,3839.5,47.5,4803.0,115.0,315.0,148.73,734.0,,2480.0,322.0,4499.0,,606.9,341.8,66.85,38.92,279.97,232.03,29.485,30.9,602.0,425.2,,184700.0,,0.05463,2383.0
2018-02-27,12.3,139.1,88.8,4.75,939.7,88.5,,0.17655,2017.0,,146.5,,11550.0,,0.7947,3.7105,3838.5,48.1,4882.0,115.09,316.1,146.65,735.0,,2459.0,316.0,4548.0,,607.3,337.5,67.7,38.94,278.21,231.18,29.13,30.28,606.2,419.5,,181500.0,,0.0538,2386.0
2018-02-28,12.09,141.45,86.3,4.734,918.4,90.5,,0.1759,2015.0,,143.16,,11159.0,,0.7815,3.72,3776.5,47.68,4782.0,111.85,307.6,146.1,710.0,,2397.0,323.1,4646.0,,594.0,330.5,68.21,38.97,272.4,227.0,28.715,29.5,594.0,402.8,,185000.0,,0.05276,2343.5
2018-03-01,12.02,151.95,86.12,4.74,914.2,89.85,,0.1735,2040.0,,140.1,,11173.0,,0.7843,3.7295,3754.0,46.685,4985.0,114.29,310.6,145.83,732.9,,2422.0,322.1,4706.0,,587.2,323.5,67.97,39.63,275.0,226.15,28.52,29.935,594.8,406.8,,182350.0,,0.0525,2310.0
2018-03-02,11.99,152.0,86.2,4.7,897.3,89.6,,0.174,2000.5,,138.57,,11248.0,,0.7792,3.7165,3749.5,45.205,5058.0,115.46,309.3,144.45,732.0,,2406.0,323.1,4760.0,,596.4,319.5,67.66,38.58,273.0,224.5,28.22,30.1,595.0,408.0,,182150.0,,0.05241,2280.5
2018-03-05,12.085,150.0,88.5,4.726,903.2,90.3,,0.1763,2016.0,,141.6,,11199.0,,0.79,3.795,3730.0,46.29,5130.0,117.0,315.0,146.9,736.4,,2428.0,318.5,4708.0,,604.0,320.5,68.1,38.34,277.0,229.29,28.645,30.135,600.4,407.0,,183300.0,,0.05246,2347.5
2018-03-06,12.18,149.4,88.72,4.74,897.0,90.0,,0.1779,1943.5,,140.59,,11161.0,,0.7853,3.82,3744.0,46.77,5000.0,119.65,314.0,145.36,736.9,,2459.0,320.0,4703.0,,607.3,318.7,68.21,37.73,274.03,224.75,28.625,29.68,604.0,417.4,,183200.0,,0.053,2389.5
2018-03-07,12.08,152.0,89.3,4.742,891.0,89.85,,0.1759,1946.5,,138.56,,11160.0,,0.769,3.7695,3721.0,46.45,4973.0,117.0,313.25,146.3,729.3,,2491.0,319.0,4677.0,,608.0,315.0,67.81,36.6,274.0,224.67,28.3,29.65,595.25,408.0,,178600.0,,0.0547,2427.5
2018-03-09,12.025,157.45,90.29,4.746,886.5,90.05,,0.1766,1955.5,,139.81,,11077.0,,0.7789,3.818,3789.0,46.755,5115.0,120.97,314.5,145.55,737.5,,2440.0,321.7,4745.0,,615.3,313.25,68.1,35.58,274.6,225.3,28.63,30.195,604.0,410.2,,179300.0,,0.05628,2469.0
2018-03-12,11.885,158.85,91.09,4.805,886.0,90.25,,0.17785,1960.5,,141.35,,11157.0,,0.775,3.83,3770.0,46.69,5154.0,118.4,313.5,149.45,744.8,,2435.0,322.4,4829.0,,604.9,314.7,68.6,36.09,274.3,226.64,29.15,30.0,606.8,419.6,,181000.0,,0.05571,2450.0
2018-03-13,11.875,163.7,91.2,4.802,884.5,95.0,,0.17755,1910.0,,142.75,,11101.0,,0.7664,3.83,3773.0,46.15,5050.0,119.0,318.15,150.99,731.6,,2428.0,323.5,4930.0,,627.0,312.0,68.72,35.9,273.95,225.5,29.365,30.4,606.5,420.0,,181200.0,,0.0558,2415.0
2018-03-14,11.76,161.6,90.45,4.8,895.0,96.0,,0.17315,1885.5,,138.8,,10881.0,,0.7568,3.67,3742.0,44.66,4970.0,115.57,313.0,150.0,726.7,,2402.0,322.9,4879.0,,629.0,310.35,68.93,35.56,262.5,216.99,29.17,29.78,602.95,411.1,,176700.0,,0.05354,2430.5
2018-03-15,11.76,160.15,91.15,4.9,890.8,95.0,,0.175,1965.0,,138.25,,10890.0,,0.755,3.616,3800.0,45.08,5149.0,117.0,312.25,148.27,734.5,,2394.0,323.5,4838.0,,625.1,314.2,68.94,34.95,254.51,210.5,29.18,30.145,606.7,415.3,,176650.0,,0.05384,2446.0
